#faceId	imagePath	faceRect.x	faceRect.y	faceRect.w	faceRect.h
45513	flickr/3/image56267.jpg	351	34	80	80
45514	flickr/3/image56287.jpg	237	458	785	785
45515	flickr/3/image56288.jpg	202	113	144	144
45516	flickr/3/image56297.jpg	633	288	254	254
45517	flickr/3/image56312.jpg	145	60	48	48
45518	flickr/3/image56328.jpg	187	116	262	262
45519	flickr/3/image56342.jpg	154	94	225	225
45520	flickr/3/image56353.jpg	65	17	625	625
45521	flickr/3/image56354.jpg	554	534	1904	1904
45522	flickr/3/image56356.jpg	192	155	440	440
45523	flickr/3/image56373.jpg	309	362	353	353
45524	flickr/3/image56386.jpg	304	156	287	287
45525	flickr/3/image56387.jpg	194	490	196	196
45526	flickr/3/image56394.jpg	332	113	178	178
45527	flickr/3/image56408.jpg	189	202	158	158
45528	flickr/3/image56412.jpg	224	97	80	80
45529	flickr/3/image56425.jpg	80	163	263	263
45530	flickr/3/image56447.jpg	171	139	100	100
45531	flickr/3/image56458.jpg	505	205	78	78
45532	flickr/3/image56486.jpg	206	144	54	54
45533	flickr/3/image56486.jpg	250	133	63	63
45534	flickr/3/image56491.jpg	203	301	126	126
45535	flickr/3/image56491.jpg	520	266	123	123
45536	flickr/3/image56503.jpg	569	387	311	311
45537	flickr/3/image56506.jpg	44	49	43	43
45538	flickr/3/image56506.jpg	212	62	44	44
45539	flickr/3/image56577.jpg	203	139	216	216
45540	flickr/3/image56580.jpg	977	454	305	305
45541	flickr/3/image56587.jpg	254	52	215	215
45542	flickr/3/image56601.jpg	157	115	124	124
45543	flickr/3/image56601.jpg	220	73	132	132
45544	flickr/3/image56603.jpg	170	-1	113	113
45545	flickr/3/image56626.jpg	98	106	161	161
45546	flickr/3/image56640.jpg	647	361	843	843
45547	flickr/3/image56652.jpg	1089	627	1035	1035
45548	flickr/3/image56679.jpg	243	141	214	214
45549	flickr/3/image56697.jpg	112	106	119	119
45550	flickr/3/image56697.jpg	210	97	120	120
45551	flickr/3/image56708.jpg	192	121	149	149
45552	flickr/3/image56710.jpg	50	126	157	157
45553	flickr/3/image56720.jpg	-17	236	490	490
45554	flickr/3/image56730.jpg	151	80	77	77
45555	flickr/3/image56731.jpg	364	89	190	190
45556	flickr/3/image56731.jpg	637	160	147	147
45557	flickr/3/image56751.jpg	1862	539	537	537
45558	flickr/3/image56754.jpg	890	731	216	216
45559	flickr/3/image56786.jpg	188	63	89	89
45560	flickr/3/image56789.jpg	81	121	76	76
45561	flickr/3/image56793.jpg	39	20	368	368
45562	flickr/3/image56802.jpg	131	99	226	226
45563	flickr/3/image56803.jpg	173	130	184	184
45564	flickr/3/image56805.jpg	137	75	149	149
45565	flickr/3/image56868.jpg	235	17	166	166
45566	flickr/3/image56869.jpg	125	192	223	223
45567	flickr/3/image56870.jpg	758	377	591	591
45568	flickr/3/image56885.jpg	267	70	41	41
45569	flickr/3/image56898.jpg	260	155	149	149
45570	flickr/3/image56914.jpg	119	23	268	268
45571	flickr/3/image56915.jpg	47	30	170	170
45572	flickr/3/image56926.jpg	118	34	414	414
45573	flickr/3/image56936.jpg	95	-27	354	354
45574	flickr/3/image56963.jpg	339	204	788	788
45575	flickr/3/image56965.jpg	110	92	161	161
45576	flickr/3/image56970.jpg	657	445	1014	1014
45577	flickr/3/image56988.jpg	834	229	1726	1726
45578	flickr/3/image56990.jpg	111	90	161	161
45579	flickr/3/image56993.jpg	975	445	459	459
45580	flickr/3/image57000.jpg	435	12	937	937
45581	flickr/3/image57005.jpg	231	77	146	146
45582	flickr/3/image57015.jpg	90	22	152	152
45583	flickr/3/image57020.jpg	234	63	151	151
45584	flickr/3/image57026.jpg	120	-23	245	245
45585	flickr/3/image57027.jpg	209	116	266	266
45586	flickr/3/image57033.jpg	112	19	254	254
45587	flickr/3/image57052.jpg	225	39	58	58
45588	flickr/3/image57052.jpg	418	37	52	52
45589	flickr/3/image57060.jpg	148	162	245	245
45590	flickr/3/image57061.jpg	-14	110	169	169
45591	flickr/3/image57061.jpg	99	302	199	199
45592	flickr/3/image57063.jpg	663	729	990	990
45593	flickr/3/image57077.jpg	91	79	219	219
45594	flickr/3/image57080.jpg	52	137	178	178
45595	flickr/3/image57084.jpg	1007	489	451	451
45596	flickr/3/image57115.jpg	64	23	346	346
45597	flickr/3/image57116.jpg	153	174	158	158
45598	flickr/3/image57121.jpg	-15	-23	383	383
45599	flickr/3/image57122.jpg	1816	451	288	288
45600	flickr/3/image57132.jpg	227	80	483	483
45601	flickr/3/image57134.jpg	825	548	1360	1360
45602	flickr/3/image57137.jpg	672	235	1812	1812
45603	flickr/3/image57154.jpg	114	133	188	188
45604	flickr/3/image57163.jpg	197	69	295	295
45605	flickr/3/image57178.jpg	144	33	159	159
45606	flickr/3/image57191.jpg	83	176	248	248
45607	flickr/3/image57197.jpg	1047	678	426	426
45608	flickr/3/image57199.jpg	223	142	78	78
45609	flickr/3/image57211.jpg	510	222	255	255
45610	flickr/3/image57212.jpg	233	187	97	97
45611	flickr/3/image57225.jpg	135	192	151	151
45612	flickr/3/image57227.jpg	62	119	239	239
45613	flickr/3/image57232.jpg	110	296	311	311
45614	flickr/3/image57234.jpg	117	150	192	192
45615	flickr/3/image57235.jpg	33	195	142	142
45616	flickr/3/image57237.jpg	245	132	257	257
45617	flickr/3/image57244.jpg	158	83	149	149
45618	flickr/3/image57245.jpg	327	-10	166	166
45619	flickr/3/image57249.jpg	1381	453	670	670
45620	flickr/3/image57255.jpg	185	90	184	184
45621	flickr/3/image57257.jpg	34	199	131	131
45622	flickr/3/image57267.jpg	732	1037	734	734
45623	flickr/3/image57269.jpg	19	110	278	278
45624	flickr/3/image57274.jpg	428	165	303	303
45625	flickr/3/image57288.jpg	94	166	92	92
45626	flickr/3/image57311.jpg	-36	298	277	277
45627	flickr/3/image57319.jpg	214	22	138	138
45628	flickr/3/image57336.jpg	59	86	131	131
45629	flickr/3/image57345.jpg	274	181	409	409
45630	flickr/3/image57350.jpg	14	112	157	157
45631	flickr/3/image57352.jpg	86	141	273	273
45632	flickr/3/image57353.jpg	22	57	155	155
45633	flickr/3/image57359.jpg	279	111	240	240
45634	flickr/3/image57363.jpg	201	137	194	194
45635	flickr/3/image57367.jpg	216	87	203	203
45636	flickr/3/image57372.jpg	295	433	755	755
45637	flickr/3/image57381.jpg	158	800	352	352
45638	flickr/3/image57382.jpg	-50	88	360	360
45639	flickr/3/image57386.jpg	150	100	180	180
45640	flickr/3/image57392.jpg	221	32	353	353
45641	flickr/3/image57395.jpg	141	68	114	114
45642	flickr/3/image57409.jpg	86	216	146	146
45643	flickr/3/image57414.jpg	787	436	1605	1605
45644	flickr/3/image57416.jpg	29	84	146	146
45645	flickr/3/image57423.jpg	-27	12	340	340
45646	flickr/3/image57445.jpg	170	150	212	212
45647	flickr/3/image57447.jpg	124	37	104	104
45648	flickr/3/image57451.jpg	43	97	236	236
45649	flickr/3/image57459.jpg	327	162	478	478
45650	flickr/3/image57463.jpg	159	13	90	90
45651	flickr/3/image57468.jpg	84	145	350	350
45652	flickr/3/image57476.jpg	118	170	61	61
45653	flickr/3/image57484.jpg	214	8	282	282
45654	flickr/3/image57489.jpg	782	550	1009	1009
45655	flickr/3/image57496.jpg	-6	-28	346	346
45656	flickr/3/image57507.jpg	735	345	251	251
45657	flickr/3/image57512.jpg	889	409	1033	1033
45658	flickr/3/image57520.jpg	287	70	288	288
45659	flickr/3/image57539.jpg	133	202	140	140
45660	flickr/3/image57547.jpg	310	327	337	337
45661	flickr/3/image57548.jpg	848	517	1028	1028
45662	flickr/3/image57556.jpg	87	96	593	593
45663	flickr/3/image57563.jpg	276	-7	104	104
45664	flickr/3/image57572.jpg	33	-27	301	301
45665	flickr/3/image57600.jpg	109	57	559	559
45666	flickr/3/image57601.jpg	386	155	345	345
45667	flickr/3/image57602.jpg	-34	410	1137	1137
45668	flickr/3/image57624.jpg	201	9	330	330
45669	flickr/3/image57631.jpg	93	-66	327	327
45670	flickr/3/image57634.jpg	328	313	252	252
45671	flickr/3/image57636.jpg	188	207	521	521
45672	flickr/3/image57654.jpg	217	291	465	465
45673	flickr/3/image57662.jpg	804	753	2347	2347
45674	flickr/3/image57664.jpg	189	105	182	182
45675	flickr/3/image57669.jpg	166	91	87	87
45676	flickr/3/image57677.jpg	202	62	328	328
45677	flickr/3/image57689.jpg	396	357	431	431
45678	flickr/3/image57699.jpg	262	462	783	783
45679	flickr/3/image57702.jpg	173	62	175	175
45680	flickr/3/image57704.jpg	7	42	252	252
45681	flickr/3/image57708.jpg	208	162	169	169
45682	flickr/3/image57723.jpg	152	-16	219	219
45683	flickr/3/image57724.jpg	143	134	129	129
45684	flickr/3/image57727.jpg	95	114	197	197
45685	flickr/3/image57743.jpg	164	68	342	342
45686	flickr/3/image57744.jpg	956	409	1120	1120
45687	flickr/3/image57748.jpg	-189	255	607	607
45688	flickr/3/image57748.jpg	561	260	500	500
45689	flickr/3/image57756.jpg	571	-104	1292	1292
45690	flickr/3/image57758.jpg	62	93	143	143
45691	flickr/3/image57773.jpg	81	-23	318	318
45692	flickr/3/image57783.jpg	1291	436	1015	1015
45693	flickr/3/image57804.jpg	694	492	788	788
45694	flickr/3/image57818.jpg	182	125	281	281
45695	flickr/3/image57826.jpg	103	34	327	327
45696	flickr/3/image57830.jpg	180	147	151	151
45697	flickr/3/image57832.jpg	232	85	245	245
45698	flickr/3/image57840.jpg	494	184	133	133
45699	flickr/3/image57853.jpg	213	60	142	142
45700	flickr/3/image57862.jpg	196	48	222	222
45701	flickr/3/image57866.jpg	167	1	288	288
45702	flickr/3/image57874.jpg	1058	627	202	202
45703	flickr/3/image57875.jpg	94	87	264	264
45704	flickr/3/image57884.jpg	39	28	494	494
45705	flickr/3/image57887.jpg	66	110	261	261
45706	flickr/3/image57893.jpg	1006	560	2035	2035
45707	flickr/3/image57905.jpg	300	130	54	54
45708	flickr/3/image57921.jpg	105	111	146	146
45709	flickr/3/image57947.jpg	442	-42	1065	1065
45710	flickr/3/image57951.jpg	124	86	258	258
45711	flickr/3/image57955.jpg	-1	106	332	332
45712	flickr/3/image57956.jpg	126	98	137	137
45713	flickr/3/image57958.jpg	76	62	241	241
45714	flickr/3/image57962.jpg	291	64	94	94
45715	flickr/3/image57969.jpg	186	116	138	138
45716	flickr/3/image57979.jpg	219	267	136	136
45717	flickr/3/image57985.jpg	122	74	120	120
45718	flickr/3/image57997.jpg	117	72	174	174
45719	flickr/3/image58006.jpg	145	174	219	219
45720	flickr/3/image58020.jpg	229	-49	203	203
45721	flickr/3/image58022.jpg	143	150	168	168
45722	flickr/3/image58023.jpg	197	53	221	221
45723	flickr/3/image58029.jpg	151	43	194	194
45724	flickr/3/image58045.jpg	61	169	144	144
45725	flickr/3/image58046.jpg	182	97	292	292
45726	flickr/3/image58050.jpg	182	52	167	167
45727	flickr/3/image58054.jpg	145	115	242	242
45728	flickr/3/image58059.jpg	219	85	164	164
45729	flickr/3/image58061.jpg	143	207	357	357
45730	flickr/3/image58062.jpg	213	326	128	128
45731	flickr/3/image58067.jpg	208	24	167	167
45732	flickr/3/image58070.jpg	50	233	227	227
45733	flickr/3/image58078.jpg	172	250	199	199
45734	flickr/3/image58080.jpg	73	78	250	250
45735	flickr/3/image58089.jpg	183	54	134	134
45736	flickr/3/image58090.jpg	211	199	128	128
45737	flickr/3/image58093.jpg	81	54	203	203
45738	flickr/3/image58097.jpg	223	372	726	726
45739	flickr/3/image58098.jpg	263	56	117	117
45740	flickr/3/image58104.jpg	186	145	303	303
45741	flickr/3/image58122.jpg	152	175	228	228
45742	flickr/3/image58142.jpg	-10	61	227	227
45743	flickr/3/image58143.jpg	294	198	118	118
45744	flickr/3/image58147.jpg	437	314	1768	1768
45745	flickr/3/image58152.jpg	416	213	230	230
45746	flickr/3/image58153.jpg	545	240	294	294
45747	flickr/3/image58162.jpg	-21	152	150	150
45748	flickr/3/image58165.jpg	217	54	112	112
45749	flickr/3/image58171.jpg	204	77	151	151
45750	flickr/3/image58176.jpg	751	621	1211	1211
45751	flickr/3/image58182.jpg	97	29	276	276
45752	flickr/3/image58185.jpg	396	266	235	235
45753	flickr/3/image58186.jpg	68	126	235	235
45754	flickr/3/image58191.jpg	378	444	954	954
45755	flickr/3/image58193.jpg	110	187	784	784
45756	flickr/3/image58194.jpg	138	66	86	86
45757	flickr/3/image58201.jpg	360	174	202	202
45758	flickr/3/image58203.jpg	227	173	1030	1030
45759	flickr/3/image58218.jpg	180	237	597	597
45760	flickr/3/image58223.jpg	52	99	452	452
45761	flickr/3/image58231.jpg	40	21	88	88
45762	flickr/3/image58236.jpg	920	605	749	749
45763	flickr/3/image58239.jpg	527	566	803	803
45764	flickr/3/image58240.jpg	157	154	268	268
45765	flickr/3/image58243.jpg	1085	655	905	905
45766	flickr/3/image58256.jpg	211	317	908	908
45767	flickr/3/image58260.jpg	279	95	192	192
45768	flickr/3/image58262.jpg	58	69	399	399
45769	flickr/3/image58263.jpg	99	34	272	272
45770	flickr/3/image58266.jpg	170	57	127	127
45771	flickr/3/image58282.jpg	1403	512	1326	1326
45772	flickr/3/image58288.jpg	83	127	385	385
45773	flickr/3/image58292.jpg	261	93	94	94
45774	flickr/3/image58300.jpg	307	115	301	301
45775	flickr/3/image58305.jpg	252	5	580	580
45776	flickr/3/image58310.jpg	1057	535	1566	1566
45777	flickr/3/image58333.jpg	284	106	210	210
45778	flickr/3/image58346.jpg	94	137	66	66
45779	flickr/3/image58348.jpg	184	329	281	281
45780	flickr/3/image58353.jpg	401	160	799	799
45781	flickr/3/image58375.jpg	35	37	279	279
45782	flickr/3/image58386.jpg	249	109	162	162
45783	flickr/3/image58397.jpg	57	17	185	185
45784	flickr/3/image58400.jpg	184	50	257	257
45785	flickr/3/image58408.jpg	243	104	181	181
45786	flickr/3/image58410.jpg	96	114	356	356
45787	flickr/3/image58413.jpg	97	119	176	176
45788	flickr/3/image58425.jpg	356	314	1066	1066
45789	flickr/3/image58425.jpg	887	307	1101	1101
45790	flickr/3/image58427.jpg	81	92	281	281
45791	flickr/3/image58432.jpg	127	126	193	193
45792	flickr/3/image58434.jpg	488	76	229	229
45793	flickr/3/image58441.jpg	150	121	264	264
45794	flickr/3/image58447.jpg	220	114	139	139
45795	flickr/3/image58448.jpg	114	76	293	293
45796	flickr/3/image58471.jpg	128	43	330	330
45797	flickr/3/image58501.jpg	41	175	464	464
45798	flickr/3/image58506.jpg	244	117	141	141
45799	flickr/3/image58533.jpg	625	441	1391	1391
45800	flickr/3/image58539.jpg	44	-18	552	552
45801	flickr/3/image58542.jpg	261	-72	307	307
45802	flickr/3/image58556.jpg	217	157	281	281
45803	flickr/3/image58578.jpg	107	132	177	177
45804	flickr/3/image58581.jpg	213	581	550	550
45805	flickr/3/image58584.jpg	40	64	527	527
45806	flickr/3/image58602.jpg	813	459	276	276
45807	flickr/3/image58605.jpg	101	105	177	177
45808	flickr/3/image58611.jpg	1132	299	629	629
45809	flickr/3/image58613.jpg	74	-26	276	276
45810	flickr/3/image58626.jpg	184	135	211	211
45811	flickr/3/image58634.jpg	115	205	261	261
45812	flickr/3/image58648.jpg	447	475	566	566
45813	flickr/3/image58649.jpg	174	-4	160	160
45814	flickr/3/image58656.jpg	340	482	579	579
45815	flickr/3/image58662.jpg	737	571	1626	1626
45816	flickr/3/image58672.jpg	39	234	334	334
45817	flickr/3/image58674.jpg	478	430	826	826
45818	flickr/3/image58683.jpg	343	195	450	450
45819	flickr/3/image58689.jpg	-6	130	200	200
45820	flickr/3/image58702.jpg	635	217	1004	1004
45821	flickr/3/image58704.jpg	751	443	1263	1263
45822	flickr/3/image58706.jpg	306	-91	2779	2779
45823	flickr/3/image58707.jpg	109	-32	404	404
45824	flickr/3/image58712.jpg	1320	37	339	339
45825	flickr/3/image58716.jpg	671	325	394	394
45826	flickr/3/image58720.jpg	85	579	1667	1667
45827	flickr/3/image58721.jpg	1087	732	898	898
45828	flickr/3/image58727.jpg	7	52	273	273
45829	flickr/3/image58736.jpg	311	123	138	138
45830	flickr/3/image58740.jpg	83	65	234	234
45831	flickr/3/image58746.jpg	735	499	530	530
45832	flickr/3/image58748.jpg	106	-37	288	288
45833	flickr/3/image58757.jpg	-19	-14	392	392
45834	flickr/3/image58758.jpg	41	187	213	213
45835	flickr/3/image58763.jpg	87	152	259	259
45836	flickr/3/image58791.jpg	882	864	1133	1133
45837	flickr/3/image58793.jpg	225	46	111	111
45838	flickr/3/image58799.jpg	322	480	450	450
45839	flickr/3/image58801.jpg	292	10	190	190
45840	flickr/3/image58804.jpg	124	11	294	294
45841	flickr/3/image58807.jpg	1004	809	297	297
45842	flickr/3/image58810.jpg	1077	771	1457	1457
45843	flickr/3/image58825.jpg	171	44	184	184
45844	flickr/3/image58828.jpg	185	28	327	327
45845	flickr/3/image58832.jpg	18	73	241	241
45846	flickr/3/image58833.jpg	303	438	579	579
45847	flickr/3/image58839.jpg	252	140	291	291
45848	flickr/3/image58841.jpg	205	137	289	289
45849	flickr/3/image58861.jpg	111	40	335	335
45850	flickr/3/image58862.jpg	291	124	98	98
45851	flickr/3/image58866.jpg	20	113	239	239
45852	flickr/3/image58871.jpg	100	-1	259	259
45853	flickr/3/image58875.jpg	187	226	216	216
45854	flickr/3/image58880.jpg	1662	548	841	841
45855	flickr/3/image58886.jpg	23	41	328	328
45856	flickr/3/image58894.jpg	314	78	166	166
45857	flickr/3/image58900.jpg	52	26	130	130
45858	flickr/3/image58909.jpg	174	119	71	71
45859	flickr/3/image58916.jpg	305	886	1137	1137
45860	flickr/3/image58923.jpg	109	177	165	165
45861	flickr/3/image58924.jpg	365	239	367	367
45862	flickr/3/image58926.jpg	31	-46	509	509
45863	flickr/3/image58928.jpg	197	98	498	498
45864	flickr/3/image58934.jpg	480	382	684	684
45865	flickr/3/image58935.jpg	571	100	683	683
45866	flickr/3/image58936.jpg	638	447	1323	1323
45867	flickr/3/image58938.jpg	315	478	616	616
45868	flickr/3/image58941.jpg	138	76	161	161
45869	flickr/3/image58948.jpg	624	455	452	452
45870	flickr/3/image58953.jpg	81	280	962	962
45871	flickr/3/image58956.jpg	78	78	331	331
45872	flickr/3/image58964.jpg	449	77	880	880
45873	flickr/3/image58966.jpg	57	86	195	195
45874	flickr/3/image58984.jpg	321	120	268	268
45875	flickr/3/image58985.jpg	309	9	239	239
45876	flickr/3/image58990.jpg	396	128	586	586
45877	flickr/3/image58997.jpg	83	110	135	135
45878	flickr/3/image58999.jpg	159	122	388	388
45879	flickr/3/image59005.jpg	372	26	617	617
45880	flickr/3/image59016.jpg	565	153	148	148
45881	flickr/3/image59025.jpg	83	211	306	306
45882	flickr/3/image59026.jpg	481	305	363	363
45883	flickr/3/image59029.jpg	-22	119	354	354
45884	flickr/3/image59030.jpg	107	135	325	325
45885	flickr/3/image59042.jpg	102	46	216	216
45886	flickr/3/image59050.jpg	272	172	284	284
45887	flickr/3/image59053.jpg	142	157	409	409
45888	flickr/3/image59055.jpg	176	36	417	417
45889	flickr/3/image59059.jpg	320	426	1076	1076
45890	flickr/3/image59060.jpg	211	200	1204	1204
45891	flickr/3/image59066.jpg	846	542	569	569
45892	flickr/3/image59069.jpg	889	624	767	767
45893	flickr/3/image59074.jpg	888	447	1680	1680
45894	flickr/3/image59075.jpg	651	475	701	701
45895	flickr/3/image59076.jpg	59	202	279	279
45896	flickr/3/image59077.jpg	142	130	208	208
45897	flickr/3/image59078.jpg	167	133	242	242
45898	flickr/3/image59080.jpg	352	157	299	299
45899	flickr/3/image59088.jpg	379	120	238	238
45900	flickr/3/image59103.jpg	246	557	1101	1101
45901	flickr/3/image59118.jpg	4	174	390	390
45903	flickr/3/image59159.jpg	24	42	390	390
45904	flickr/3/image59162.jpg	39	56	371	371
45905	flickr/3/image59163.jpg	107	60	270	270
45906	flickr/3/image59168.jpg	-38	36	419	419
45907	flickr/3/image59187.jpg	81	-42	379	379
45908	flickr/3/image59202.jpg	24	297	189	189
45909	flickr/3/image59203.jpg	443	317	953	953
45910	flickr/3/image59209.jpg	117	89	148	148
45911	flickr/3/image59213.jpg	91	240	281	281
45912	flickr/3/image59227.jpg	1192	1147	884	884
45913	flickr/3/image59228.jpg	1192	1150	873	873
45914	flickr/3/image59236.jpg	1131	549	718	718
45915	flickr/3/image59243.jpg	6	386	429	429
45916	flickr/3/image59254.jpg	166	134	203	203
45917	flickr/3/image59271.jpg	120	46	153	153
45918	flickr/3/image59279.jpg	506	890	618	618
45919	flickr/3/image59307.jpg	157	107	119	119
45920	flickr/3/image59313.jpg	138	86	601	601
45921	flickr/3/image59317.jpg	96	84	118	118
45922	flickr/3/image59328.jpg	272	102	146	146
45923	flickr/3/image59330.jpg	127	130	125	125
45924	flickr/3/image59342.jpg	103	132	194	194
45925	flickr/3/image59370.jpg	199	88	235	235
45926	flickr/3/image59375.jpg	218	85	166	166
45927	flickr/3/image59377.jpg	179	54	145	145
45928	flickr/3/image59380.jpg	232	259	175	175
45929	flickr/3/image59383.jpg	140	94	64	64
45930	flickr/3/image59416.jpg	68	55	291	291
45931	flickr/3/image59423.jpg	672	897	990	990
45932	flickr/3/image59423.jpg	1490	948	738	738
45933	flickr/3/image59428.jpg	128	73	184	184
45934	flickr/3/image59430.jpg	218	151	209	209
45935	flickr/3/image59434.jpg	395	209	308	308
45936	flickr/3/image59463.jpg	145	100	159	159
45937	flickr/3/image59481.jpg	35	12	217	217
45938	flickr/3/image59505.jpg	262	94	139	139
45939	flickr/3/image59516.jpg	73	426	330	330
45940	flickr/3/image59518.jpg	317	375	776	776
45941	flickr/3/image59537.jpg	58	151	182	182
45942	flickr/3/image59538.jpg	370	84	76	76
45943	flickr/3/image59542.jpg	258	104	170	170
45944	flickr/3/image59544.jpg	187	116	88	88
45945	flickr/3/image59547.jpg	73	97	220	220
45946	flickr/3/image59548.jpg	192	30	164	164
45947	flickr/3/image59550.jpg	166	148	334	334
45948	flickr/3/image59550.jpg	644	149	323	323
45949	flickr/3/image59560.jpg	108	345	191	191
45950	flickr/3/image59571.jpg	197	133	413	413
45951	flickr/3/image59573.jpg	606	509	1560	1560
